claim_id,title,description,url,publication_date,keywords,post_type
268,Comet Ping Pong Pizzeria Home to Child Abuse Ring Led by Hillary Clinton,The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock,https://www.snopes.com/fact-check/pizzagate-conspiracy/,2016-11-21 00:00:00,"pizzagate hillary clinton, pizzagate hillary clinton involved, pizzagate hillary clinton pedophiles, ",FALSE
269,"No, Ireland is NOT ""officially accepting Trump refugees""",Ireland is officially accepting “Trump refugees” from the US,http://www.thejournal.ie/ireland-officially-accepting-trump-refugees-inishturk-facts-3074777-Nov2016/,2016-11-10 18:18:00,"Ireland accept trump refugees, Ireland accept refugees, Ireland accept illegal immigrants, ireland ""Trump refugees""",pants-on-fire
270,WikiLeaks Confirms Hillary Clinton Sold Weapons to ISIS?,E-mails released by WikiLeaks confirm Hillary Clinton sold weapons to ISIS,https://www.snopes.com/fact-check/wikileaks-cofirms-hillary-clinton-sold-weapons-to-isis/,2016-10-13 00:00:00,"Wikileaks Confirms Hillary Sold Weapons ISIS, Wikileaks Confirms Hillary Clinton Sold Weapons ISIS, Wikileaks prove Hillary Sold Weapons ISIS ",Mixture
271,FBI Agent Suspected in Hillary Email Leaks Found Dead in Apparent Murder-Suicide,An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.,https://www.snopes.com/fact-check/fbi-agent-murder-suicide/,2016-11-05 00:00:00,"FBI agent suspected Hilary dead, FBI agent Hilary murder, FBI agent Hilary suicide, FBI Hilary murder suicide, FBI clinton murder suicide, David Raynor clinton",FALSE
272,ISIS Leader Calls for American Muslim Voters to Support Hillary Clinton,The second-highest ranking ISIS member urged Muslim-Americans to vote for Hillary Clinton. ,https://www.snopes.com/fact-check/isis-leader-supports-hillary/,2016-10-21 00:00:00,"ISIS leader call American muslims support Hillary, ISIS leader call support Hillary, ISIS leader voters Hillary, Amadh Abu Makmud Al-alwani support Hillary, ISIS leader endorse Hillary, ISIS leader endorse clinton",FALSE
273,Did Hillary Clinton Say ‘I Would Like to See People Like Donald Trump Run for Office’?,Hillary Clinton suggested during a 2013 speech that she would like to see Donald Trump run for President.,https://www.snopes.com/fact-check/people-like-donald-trump/,2016-10-28 00:00:00,"I Would Like to See People Like Donald Trump Run for Office, ""I Would Like to See People Like Donald Trump Run for Office""",FALSE
274,Did RuPaul Claim Trump Touched Him Inappropriately in the 1990s?,Famous drag queen RuPaul claimed he was groped by Donald Trump at a party in 1995.,https://www.snopes.com/fact-check/rupaul-claims-trump-touched-him/,2016-10-17 00:00:00,"trump touch RuPaul, RuPaul Inappropriately",FALSE
275,United Kingdom Votes to Brexit,"In a historic referendum, the United Kingdom voted to leave the European Union, and Prime Minister David Cameron announced his resignation.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=15,2016-06-24 00:00:00,"United Kingdom Votes to Brexit, United Kingdom decide Brexit",TRUE
276,Obama Visits Hiroshima,"President Barack Obama's visit to Hiroshima, Japan, comes nearly 71 years after the attack that helped bring about the end of World War II. He became the first sitting U.S. president to go to Hiroshima.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=13,2016-05-27 00:00:00,obama hiroshima,TRUE
277,"NASA Announces 1,284 Planets Found","Nine of 1,284 planets analyzed by the Kepler telescope could support life, NASA researchers say.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=11,2016-05-10 00:00:00,"NASA Announces 1,284 Planets Found, NASA 1,284 Planets, ",TRUE
278,Music Legend Prince Dies,"Pop superstar Prince died at his Minnesota home at age 57, shocking the music industry and fans worldwide.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=10,2016-04-21 00:00:00,"legend prince died, music prince died, Prince Rogers Nelson died",TRUE
279,Earthquake Devastates Ecuador,"A 7.8-magnitude earthquake rocked the South American country, killing at least 350 people and injuring thousands",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=8,2016-04-16 00:00:00,"Earthquake devastates Ecuador, 7.8 Earthquake Ecuador",TRUE
280,Justie Antonin Scalia Dies,"Longtime Supreme Court Justice Antonin Scalia died at age 79, and speculation began almost immediately about a replacement – and whether the next president should appoint a new justice or if the seat should be filled before the presidential election",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=5,2016-02-13 00:00:00,"Justice Antonin Scalia died, scalia died, Justice Scalia died",TRUE
281,Zika Virus Outbreak Expands,"The Zika virus makes its way to the U.S., and at least one baby was born with microcephaly, a condition involving a malformed skull and brain. More than 3,000 cases of the condition were reported in Brazil, and more than 40 babies died from it.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=2,2016-01-15 00:00:00,"Zika spread U.S., Zika spread U.S.A, Zika outbreak united states,  Zika outbreak U.S.,  Zika outbreak U.S.A",TRUE
282,Deadly Shooting at Orlando Nightclub,"A gunman opened fire inside the crowded Pulse nightclub, killing at least 50 people before dying in a gunfight with SWAT officers.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=14,2016-06-12 00:00:00,"Deadly Shooting Orlando Nightclub, massacre Orlando",TRUE
283,Mother Teresa Sainted,"Mother Teresa, the nun who cared for the poorest of the poor in India, became a saint on the eve of the 19th anniversary of her death.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=23,2016-09-14 00:00:00,Mother Teresa Sainted,TRUE
284,"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.","In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",http://www.politifact.com/john-kerry-syria-archive/,2017-04-05 20:57:00,"Syria chemical weapons out John Kerry, Syria chemical weapons out Kerry, Syria chemical weapons kerry",mostly-true
285,I wake up every morning in a house (the White House) that was built by slaves.,I wake up every morning in a house (the White House) that was built by slaves.,http://www.politifact.com/truth-o-meter/statements/2016/jul/25/michelle-obama/michelle-obama-correct-white-house-was-built-slave/,2016-07-25 23:29:00,"White House slaves, White House built slave",TRUE
286,America is one of the highest-taxed nations in the world.,America is one of the highest-taxed nations in the world.,http://www.politifact.com/truth-o-meter/statements/2016/jul/22/donald-trump/trumps-claim-us-taxes-tweaked/,2016-07-22 00:34:00,"highest taxed nation world trump, trump highest tax nation world, U.S. highest tax nation world",barely-true
287,22 veterans take their own lives each day.,22 veterans take their own lives each day.,http://www.politifact.com/california/statements/2016/aug/23/kamala-harris/kamala-harris-slightly-claim-about-veterans-suicid/,2016-08-23 06:00:00,"22 veterans take their own lives, 22 veterans, 22 veterans suicide",mostly-true
288,"I Was Paid $3,500 To Protest Trumps Rally.","Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",http://www.politifact.com/truth-o-meter/statements/2016/nov/17/blog-posting/no-someone-wasnt-paid-3500-protest-donald-trump-it/,2016-11-17 13:59:00,"$3500 protest trump, trump pay money protest rally, pay $3,500 trump protester, pay $3,500 trump protest",pants-fire
289,Donald Trump says all Mexicans are rapists.,Donald Trump says all Mexicans are rapists.,http://www.politifact.com/virginia/statements/2016/aug/08/tim-kaine/tim-kaine-falsely-says-trump-said-all-mexicans-are/,2016-08-08 00:00:00,"Mexicans rapists, Mexicans rapists trump",FALSE
290,There was serious voter fraud in Virginia.,There was serious voter fraud in Virginia.,http://www.politifact.com/virginia/statements/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/,2016-11-29 14:33:00,"voter fraud Virginia, Trump vote fraud Virginia, Doanld Trump fraud Virginia, Trumpvoter fraud Virginia",pants-fire
291,3 million votes in presidential election cast by illegal aliens.,Report: 3 million votes in presidential election cast by illegal aliens.,http://www.politifact.com/punditfact/statements/2016/nov/18/blog-posting/no-3-million-undocumented-immigrants-did-not-vote-/,2016-11-18 10:58:00,"3 million votes, 3 million votes presidential election, three million illegal aliens, 3 million illegal aliens, 3 million illegal election",FALSE
292,The United States is the oldest democracy in the world.,The United States is the oldest democracy in the world.,http://www.politifact.com/wisconsin/statements/2016/jul/11/paul-ryan/paul-ryan-claims-us-oldest-democracy-world-he-righ/,2016-07-11 05:00:00,"United States oldest democracy, U.S.A oldest democracy, U.S. oldest democracy",TRUE
293,Says Donald Trump says climate change is a hoax invented by the Chinese.,Says Donald Trump says climate change is a hoax invented by the Chinese.,http://www.politifact.com/truth-o-meter/statements/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,2016-06-03 12:00:00,"climate change hoax invented by the Chinese, climate change Chinese",mostly-true
